"","SID","topic","article_number","scale_name","value","text","tone_pos","tone_neg"
"1772","s582","health",36,"msg_share_broad",64,"My Mom and I walk really fast, so it's curious to know why we all walk at different speeds",0,0
"1773","s584","climate",97,"msg_share_broad",61,"Climate change could wreak much more havoc if something isn't done soon.",0,0
"1774","s588","climate",75,"msg_share_broad",15,"This article is about climate change and politics.",0,0
"1775","s592","health",82,"msg_share_broad",0,"So bad health creates health problems, shocking.",0,14.29
"1776","s594","health",20,"msg_share_broad",79,"The article is to make awareness for the people to save food.",0,0
"1777","s598","health",82,"msg_share_broad",51,"This article matters to people I know because it informs them of common factors in their lives that increase their risk of developing Parkinson's disease.",0,0
"1778","s600","health",92,"msg_share_broad",58,"I grew up on unhealthy eating habits",0,14.29
"1779","s606","health",30,"msg_share_broad",62,"This article is most useful to pregnant women.",12.5,0
"1780","s610","climate",25,"msg_share_broad",34,"Flood control is an important step to take by the government to save lives of people",6.25,0
"1781","s615","climate",35,"msg_share_broad",33,"issue about climate change of our country",0,0
"1782","s618","climate",73,"msg_share_broad",1,"People will get vouchers to help purchase cars with a new government proposal.",15.38,0
"1783","s620","health",86,"msg_share_broad",60,"It potentially has information that would be useful for my toddler as they continue to grow.",6.25,0
"1784","s622","climate",49,"msg_share_broad",60,"Americans plastics and papers are been dumped in landfills cause china stopped recycling most foreign garbage",0,6.25
"1785","s624","health",16,"msg_share_broad",100,"I exercise so I am so happy that it is so good for you.",14.29,0
"1786","s627","health",14,"msg_share_broad",0,"I know some old people",0,0
"1787","s629","health",22,"msg_share_broad",72,"This is a very useful information.",16.67,0
"1788","s631","climate",99,"msg_share_broad",0,"By the end of this century? Good to know we'll all be gone. What's left of the world can fend for itself.",4.55,0
"1789","s635","climate",29,"msg_share_broad",58,"This is going to cause more emissions being released into the air I am breathing.",0,0
"1790","s638","climate",61,"msg_share_broad",53,"This article deals with  giving permission to take  oil and gas exploration in Artic Wild life region.",0,0
"1791","s640","health",98,"msg_share_broad",77,"I personally have the analyzing the pressure of the bones...",0,0
"1792","s001","climate",9,"msg_share_narrow",63,"A shrinking GDP and economy would be bad for me because it means there will be fewer economic opportunities for me in the future.",4.17,4.17
"1793","s003","health",70,"msg_share_narrow",0,"Because people I know live in poverty and can probably relate.",0,0
"1794","s005","climate",83,"msg_share_narrow",100,"Green energy is better for the environment and Earth health. Something to consider.",7.69,0
"1795","s009","climate",67,"msg_share_narrow",53,"I am a young person who is concerned with environment impact of human actions on earth and my future generations.",0,0
"1796","s012","climate",107,"msg_share_narrow",41,"if we want clean air, we should stop using less deodorant and other perfumes.",7.14,0
"1797","s015","climate",45,"msg_share_narrow",80,"This should worry you a lot as it is a sign of climate change that might be un-reversible and will effect our children and grandchildren.",0,4
"1798","s018","health",92,"msg_share_narrow",67,"I know some people whose kids are chubby and this article may help them to develop better eating habits for their children.",9.09,0
"1799","s020","climate",83,"msg_share_narrow",0,"Some people advocate to use green energy.",0,0
"1800","s024","climate",25,"msg_share_narrow",64,"Most of my friends and family live somewhere near the Mississippi River, a few have been affected by floods.",0,0
"1801","s028","climate",105,"msg_share_narrow",81,"It is related to the people i know who were living in the climatic site",0,0
"1802","s031","health",48,"msg_share_narrow",76,"Improving the strength.",66.67,0
"1803","s036","health",96,"msg_share_narrow",3,"I think it would be nice if more people had healthy relationships.",8.33,0
"1804","s038","health",66,"msg_share_narrow",0,"The gluten-free diet has had a minority of objections to consider what possible issues it might bring.",0,0
"1805","s041","climate",53,"msg_share_narrow",22,"This article is providing information on how people are reluctant to buy disaster insurance even though the climate changes had gotten worse by year.",0,4.17
"1806","s043","health",12,"msg_share_narrow",1,"Children need to get out and play. It is important to combat childhood obesity.",14.29,7.14
"1807","s046","health",54,"msg_share_narrow",76,"the weight which increases it may cause of getting cancer in our body affects personally",0,0
"1808","s049","climate",97,"msg_share_narrow",54,"People I know care about climate change a lot.",11.11,0
"1809","s052","climate",7,"msg_share_narrow",6,"This article matters to me personally because it is spreading fear and non-science thoughts on climate change which are not factually based.",0,4.55
"1810","s054","health",88,"msg_share_narrow",9,"This is not proofed yet. Paints a picture of snake-oil sales, hyped-up claims and minuscule science",0,0
"1811","s056","health",106,"msg_share_narrow",43,"Sleep apnea is a rising concern due to the obesity epidemic.",0,9.09
"1812","s058","climate",27,"msg_share_narrow",48,"Climate change is an issue that will affect all of us, and we need to do something about it.",0,0
"1813","s063","health",28,"msg_share_narrow",0,"An article on how processed meat gives you cancer.",0,0
"1814","s065","climate",79,"msg_share_narrow",100,"This article matters to people I know because plastic and trash in the ocean is a major concern for them and myself.",0,0
"1815","s067","health",86,"msg_share_narrow",43,"It's quite relevant to the work that I have done for the last 6 years of my life.",0,0
"1816","s069","climate",101,"msg_share_narrow",49,"So much wildlife is becoming endangered and it is sad to me that we are contributing to their deaths.",0,5.26
"1817","s072","climate",27,"msg_share_narrow",70,"This article matters to people I know because they are against climate change.",0,0
"1818","s074","health",104,"msg_share_narrow",100,"Being able to prevent breast cancer would be a huge win to everyone",7.69,0
"1819","s076","climate",13,"msg_share_narrow",1,"it makes me sad that we are not taking care of the people in need in our country even though we have the funds available to do so",3.57,3.57
"1820","s079","health",104,"msg_share_narrow",49,"a wonderful innovation on using AI to prevent cancer",11.11,0
"1821","s081","health",74,"msg_share_narrow",51,"It might be helpful in losing weight",14.29,14.29
"1822","s083","climate",81,"msg_share_narrow",52,"It gives me a look at how people are trying to help solve climate change.",6.67,0
"1823","s085","climate",25,"msg_share_narrow",1,"This about how to stay safe during natural disasters.",11.11,0
"1824","s089","climate",19,"msg_share_narrow",30,"The senate passed a bill that will help protect certain parts of the environment.",7.14,0
"1825","s092","health",80,"msg_share_narrow",50,"Skin infections are related to statins.",0,0
"1826","s095","climate",43,"msg_share_narrow",0,"I would like to see the world start tackling climate change, so it's important to know what industries or individuals are fighting against that (and profiting from it).",10.71,3.57
"1827","s099","climate",57,"msg_share_narrow",0,"How can there even be a contest at this point?  paper bags are obviously better for the environment which in turn is better for us all",7.69,0
"1828","s101","climate",31,"msg_share_narrow",58,"As a practicing minimalist, consuming less is at the crux of my day!",0,0
"1829","s104","health",94,"msg_share_narrow",57,"This article is about the correlation between banning sugary drinks and people's health.",0,0
"1830","s108","climate",19,"msg_share_narrow",11,"It's about Senate completing a bill that conserves a huge swath of the wilderness for environmental safety.",5.88,0
"1831","s111","health",52,"msg_share_narrow",0,"Eating processed meats and the effects it has on breast cancer risk.",0,0
"1832","s113","health",84,"msg_share_narrow",62,"Its about informing people that different factors such as diet could remove plaques in your arteries and could decrease possibility of heart attacks.",0,4.35
"1833","s115","climate",55,"msg_share_narrow",25,"How to help the environment by reducing my single use plastic habits.",8.33,0
"1834","s117","climate",67,"msg_share_narrow",71,"grow green save environment",0,0
"1835","s119","climate",1,"msg_share_narrow",0,"This article contains many reasons to not buy a wind turbine, I only need one.",0,0
"1836","s121","health",76,"msg_share_narrow",73,"Aging may not be as severe as people think.",0,11.11
"1837","s123","climate",7,"msg_share_narrow",0,"This article is about the effect of climate change on exotic locales and wildfires.",0,0
"1838","s125","climate",49,"msg_share_narrow",0,"My parents recycle regularly.",0,0
"1839","s127","climate",7,"msg_share_narrow",5,"a globe change our climate and people are scared",0,11.11
"1840","s132","health",0,"msg_share_narrow",0,"I want to lose weight so it's interesting",12.5,12.5
"1841","s134","health",58,"msg_share_narrow",2,"This is about how to incorporate a heart monitor into your high-intensity interval training so it is less daunting and more enjoyable.",4.55,0
"1842","s137","climate",83,"msg_share_narrow",0,"Climate week allows for activist and world leader emphasized the need of going green.",0,0
"1843","s140","health",92,"msg_share_narrow",36,"Because childhood obesity is on the rise and I know people with kids",0,0
"1844","s143","climate",43,"msg_share_narrow",58,"Australia helps for burning coal in future.",14.29,0
"1845","s146","health",102,"msg_share_narrow",14,"The article is attempting to shed new light on G.M.O.s in order to combat certain assumptions on them.",4.76,4.76
"1846","s149","health",74,"msg_share_narrow",77,"Obesity is the big problem of teenagers nowadays.",0,0
"1847","s151","health",10,"msg_share_narrow",39,"Everyone should try and work on natural forms of weight loss, etc instead of depending on supplements",0,0
"1848","s155","health",68,"msg_share_narrow",0,"Bananas might be better than sports drinks.",14.29,0
"1849","s157","health",12,"msg_share_narrow",75,"The article about child's play is good for all of Us.",18.18,0
"1850","s160","climate",47,"msg_share_narrow",82,"This is important because I always want the most effective way of cleaning products without wasting too much materials",15.79,10.53
"1851","s163","health",22,"msg_share_narrow",0,"If you eat plants with high counts of flavonoids you have a lower risk for cancer and cardiovascular death.",0,0
"1852","s167","climate",89,"msg_share_narrow",55,"Lawmakers and lobbyist are attempting to weaken protections for endangered species.",0,9.09
"1853","s170","health",66,"msg_share_narrow",73,"this will be an attention for my fellow people about their diet",0,0
"1854","s177","climate",25,"msg_share_narrow",55,"People I know will be affected by climate change",0,0
"1855","s184","health",94,"msg_share_narrow",58,"The banning of sugary drinks was related to improvements in health at the University of California, San Francisco.",5.56,0
"1856","s186","climate",53,"msg_share_narrow",57,"Climate change can contribute to the intensity of heat waves by increasing the chances of very hot days and nights.",0,0
"1857","s189","climate",23,"msg_share_narrow",0,"Many people are still building homes in flood zones despite warnings.",0,9.09
"1858","s192","climate",59,"msg_share_narrow",22,"A Silicon Valley company is trying to find out what sections of land may be underwater in the near future, which is a difficult task but with financial potential.",0,3.45
"1859","s194","health",34,"msg_share_narrow",70,"A study shows that people who exercise more are less likely to develop dementia.",0,0
"1860","s196","climate",39,"msg_share_narrow",61,"It is about how a tide is destroying the Florida Wildlife.",0,9.09
"1861","s198","climate",85,"msg_share_narrow",95,"This article make feel fearful and worried.",0,28.57
"1862","s201","climate",87,"msg_share_narrow",8,"you would think they would do more to lobby for politicians who support climate action.",6.67,0
"1863","s204","climate",13,"msg_share_narrow",0,"Recovery funds aren't being properly utilized for recent national disasters.",10,0
"1864","s206","health",82,"msg_share_narrow",85,"Everyone should take care of it above disease",12.5,0
"1865","s208","health",52,"msg_share_narrow",64,"womens dicrease level of meat eating",0,0
"1866","s211","climate",65,"msg_share_narrow",0,"The article is about Greta Thunberg, a Swedish girl who became a global symbol for climate action. It details the path she took and how her act of civil disobedience propelled her to fame",0,0
"1867","s214","health",46,"msg_share_narrow",83,"read this to see what you can do to prevent kidney stones",0,0
"1868","s216","health",12,"msg_share_narrow",49,"How exercise is good for children.",16.67,0
"1869","s218","health",50,"msg_share_narrow",28,"It was about different type of meat cholesterol level",0,0
"1870","s222","health",0,"msg_share_narrow",47,"My Bariatric Solutions is owned and operated by Wise Health System. The East Campus of Wise Health System has undergone an independent, voluntary, and peer evaluation in accordance with nationally recognized bariatric surgical standards and has been accredited for bariatric surgery",4.88,0
"1871","s224","health",80,"msg_share_narrow",0,"If you take statins, beware of risk of staph skin infections.",0,0
"1872","s230","health",36,"msg_share_narrow",7,"Who we are culturally determines how we walk and with who. As for myself, I walk at a slower pace and tend to walk about the same speed as my wife. I have been with others that walk much faster than I do. I don't change my speed for them though.",0,0
"1873","s235","climate",87,"msg_share_narrow",83,"Tirumala says that in five years we will have enough to engage in this kind of recipe",0,0
"1874","s237","health",68,"msg_share_narrow",44,"BANANA REPLACE SPORTS DRINKS",0,0
"1875","s243","health",62,"msg_share_narrow",49,"Not aa runner myself but this seems applicable to any fitness endeavor",0,0
"1876","s248","climate",17,"msg_share_narrow",75,"This article also claims global warming. It explains the impacts of The Kincade fire in California. Our government should takes step to control this fire",0,0
"1877","s250","climate",67,"msg_share_narrow",83,"This article matters to me personally because I am responsible for my town to clean the environment.",5.88,0
"1878","s255","climate",55,"msg_share_narrow",0,"I actually preach this stuff already to the people I know, so this would just be further ammunition for me to load into my truth gun. It matters because every little step helps.",3.03,3.03
"1879","s258","climate",19,"msg_share_narrow",100,"Land conservation bill will affect the environment and it is not good for people.",0,14.29
"1880","s260","health",50,"msg_share_narrow",90,"I have high cholesterol and knowing this makes me want to change my diet.",0,0
"1881","s262","health",54,"msg_share_narrow",59,"It's always good to be lighter in weight or average than to carry high body fat around.",5.88,0
"1882","s268","health",46,"msg_share_narrow",58,"Tells me how I can stay healthier by using less sodium and more calcium rich foods to avoid kidney stones.",5,0
"1883","s273","climate",7,"msg_share_narrow",80,"wildfires will harm many people and that makes me worried for others.",0,16.67
"1884","s275","climate",51,"msg_share_narrow",10,"Some environmentalists think that Nuclear Power is good?",12.5,0
"1885","s277","climate",91,"msg_share_narrow",94,"haet wave nudged earth to its hottest month ever.",0,0
"1886","s279","climate",37,"msg_share_narrow",86,"This article matters to people to understand the early effort to ward off climate disaster.",0,0
"1887","s281","climate",5,"msg_share_narrow",16,"I would be so curious about this article that I would want to read it.  It has certainly peaked my curiosity!",0,0
"1888","s287","climate",31,"msg_share_narrow",64,"This article is about helping the earth consume less and a Democratic plan to address the issue of the climate changing.",4.76,0
"1889","s292","climate",73,"msg_share_narrow",66,"We might get financial help to purchase electric and hybrid vehicles if Democratic climate change proposal passes.",5.88,0
"1890","s295","climate",105,"msg_share_narrow",4,"Because many of the people I know live in these areas",0,0
"1891","s299","health",22,"msg_share_narrow",100,"It's important to know nutritional and health information in order to safeguard our bodies from illnesses and cancer.",5.56,5.56
"1892","s301","health",66,"msg_share_narrow",1,"The downsides of a gluten free diet.",0,0
"1893","s305","health",92,"msg_share_narrow",11,"I want to be a parent one day so this might be something to know",0,0
"1894","s308","climate",55,"msg_share_narrow",91,"It is about usage of single-use plastics.",0,0
"1895","s313","health",80,"msg_share_narrow",2,"I like to learn about the scams of Big Pharma.",0,0
"1896","s316","health",76,"msg_share_narrow",70,"The article is about the misperception that we must slow significantly as we age.",0,0
"1897","s319","climate",71,"msg_share_narrow",94,"This is about the climate change and it is very useful",9.09,0
"1898","s321","climate",87,"msg_share_narrow",81,"This article is about company related risks",0,0
"1899","s324","health",78,"msg_share_narrow",21,"Many people don't lose weight when they exercise because they also eat more.",0,7.69
"1900","s327","health",48,"msg_share_narrow",40,"person's weight control",0,0
"1901","s329","health",8,"msg_share_narrow",0,"This article is about eating Quality foods for weight loss.",0,0
"1902","s331","climate",75,"msg_share_narrow",72,"We should reduce the emission of carbon dioxide.",0,0
"1903","s337","health",26,"msg_share_narrow",0,"The article explains how a vegan diet is not compatible with the disease of gout. It suggests that the solution is giving up some healthy foods the author loves.",3.45,0
"1904","s344","health",66,"msg_share_narrow",60,"It is important to pay attention to your nutritional needs in order to stay healthy. Not all can have Gluton-free diets.",4.76,0
"1905","s348","health",94,"msg_share_narrow",70,"We all need to cut down on those sugary liquid",0,0
"1906","s352","climate",53,"msg_share_narrow",87,"This article matters to people I know because it will make them to knw more about climate change",0,0
"1907","s358","health",8,"msg_share_narrow",50,"It made a big impact on my health",0,0
"1908","s361","climate",27,"msg_share_narrow",0,"I have young nieces who are very concerned about climate change, so an article about young people taking action against this issue is uplifting and makes me think of them.",3.33,0
"1909","s364","climate",107,"msg_share_narrow",66,"Some people I know love the environment and they want to know information regarding it.",6.67,0
"1910","s371","climate",13,"msg_share_narrow",0,"Government is not helping by spending toward relief even though disasters are getting really bad.",13.33,6.67
"1911","s373","climate",3,"msg_share_narrow",41,"A judge stopped a company from stopping an investigation on climate Change by Exxon.",0,0
"1912","s380","health",24,"msg_share_narrow",52,"This might be relevant information for anyone who develops cancer later in life.",0,0
"1913","s387","climate",95,"msg_share_narrow",14,"certain ads are bringing attention to climate change",0,0
"1914","s394","health",14,"msg_share_narrow",64,"dancing is my best attitude and my style always and i am very enjoy",0,0
"1915","s396","health",90,"msg_share_narrow",100,"Hearing loss increased injuries to driving, sports.",0,28.57
"1916","s400","climate",87,"msg_share_narrow",96,"It affects the livelihood of everyone.",0,0
"1917","s402","health",32,"msg_share_narrow",86,"People should avoid sugary drinks to live long and healthy",0,0
"1918","s406","climate",57,"msg_share_narrow",6,"This article is a comparison about plastic bags and paper and the pros and cons of each.",0,0
"1919","s412","climate",103,"msg_share_narrow",47,"The S.U.V.s most  sale  for car",0,0
"1920","s415","health",66,"msg_share_narrow",65,"I would update this to some of my friends who are dieting fans",0,0
"1921","s419","climate",95,"msg_share_narrow",31,"climate change is important to me and i'd want to see what made these go viral",6.25,0
"1922","s421","climate",11,"msg_share_narrow",26,"Climate change is important and it means preserving a future for my children and their children and their children's children.",5,0
"1923","s423","health",0,"msg_share_narrow",62,"Intermittent fasting helps people eat less food.",14.29,0
"1924","s432","climate",73,"msg_share_narrow",14,"This article is about a bill proposal Chuck Schumer made to give Americans vouchers to buy electric cars.",0,0
"1925","s435","health",76,"msg_share_narrow",75,"It is about aging and a new perspective about how much you could do in order to keep physically active.",10,0
"1926","s437","health",102,"msg_share_narrow",55,"GMO its intreacted two plants like food and flowers etc..
its really not good for health",0,12.5
"1927","s442","health",40,"msg_share_narrow",72,"consuming a lots of antioxidants through foods or supplements may not reduce muscle soreness after exercise due to the vitamin deficiency.",0,4.76
"1928","s445","health",10,"msg_share_narrow",84,"due to weight loss take much amount of protein",0,0
"1929","s448","health",30,"msg_share_narrow",65,"The article suggests that there is some evidence that eating fish makes children smarter, and it seems to be advising pregnant women and parents to incorporate more fish into their, and their family's, diet.",2.94,0
"1930","s450","health",20,"msg_share_narrow",0,"Celebrity Chef Tom Colicchio talks about farmers market shopping.",0,0
"1931","s454","health",4,"msg_share_narrow",86,"Too many sugary drinks cause cavities and diabetes. Premature death from this is stupid.",0,7.14
"1932","s457","climate",37,"msg_share_narrow",1,"This article is about how Egyptian leaders in the past tried to fight climate change by using their resources.",0,5.26
"1933","s462","climate",109,"msg_share_narrow",43,"This affects everyone, so I recommend checking this out.",11.11,0
"1934","s466","health",16,"msg_share_narrow",80,"If you are in good physical shape, it may be healthy like not smoking.",7.14,0
"1935","s470","health",40,"msg_share_narrow",16,"about antioxidants not helping alleviate post exercise muscle aches",11.11,11.11
"1936","s473","health",62,"msg_share_narrow",74,"race give a reason  to  have something  new",12.5,0
"1937","s478","climate",87,"msg_share_narrow",77,"This article matters to me personally as am afraid that the climate change would cause more trouble to the companies growth and working people job.",0,8
"1938","s481","climate",19,"msg_share_narrow",55,"It's about the senate passing new legislation about conservation",11.11,0
"1939","s483","health",90,"msg_share_narrow",62,"When you lose one of your key senses, the sense of hearing, it leaves you vulnerable to physical injury dur to accidents",0,9.09
"1940","s487","health",58,"msg_share_narrow",49,"It personally affects me",0,0
"1941","s490","health",44,"msg_share_narrow",14,"This article suggests ways to improve sleep of babies.",11.11,0
"1942","s493","health",12,"msg_share_narrow",19,"Exercise is good for children, and it could save the US 120 billion a year",6.67,0
"1943","s495","climate",9,"msg_share_narrow",0,"This matter because cost will go up significantly hurting the economy",0,9.09
"1944","s497","health",70,"msg_share_narrow",10,"I think this article is about a person describing their grandmother's delight in fast food and how cheap it is.",5,0
"1945","s499","climate",29,"msg_share_narrow",68,"oil industry now face a new restriction , it affects their business",9.09,9.09
"1946","s504","health",56,"msg_share_narrow",99,"This article matters to me personally because I am very interested in increasing my exercise and trying to be more healthy in the upcoming year. I intend to push myself more than I ever have, so this directly relates to my life.",2.38,0
"1947","s506","health",104,"msg_share_narrow",82,"AI is being used to search out and prevent or predict breast cancer for better treatment. This matters to people I know because I have friends and family who have struggled with breast cancer and their children and relatives could benefit from this new technology.",6.67,2.22
"1948","s512","health",56,"msg_share_narrow",0,"The benefits of exercising",25,0
"1949","s514","health",46,"msg_share_narrow",1,"Kidney stones are so painful good to know how to prevent them.",8.33,8.33
"1950","s516","climate",93,"msg_share_narrow",31,"people need to know about solar energy and it is knowledgeable thing to know",0,0
"1951","s520","health",84,"msg_share_narrow",0,"The article is about how dieting, smoking cessation, exercising and managing stress can help remove plaques in arteries to reduce the chance of heart attacks.",4,8
"1952","s526","health",34,"msg_share_narrow",81,"Because I have a relative with dementia, it is very important to me to prevent this.",6.25,0
"1953","s529","climate",73,"msg_share_narrow",33,"Senator Schumer's climate plan would give vouchers so consumers could buy electric vehicles.",0,0
"1954","s531","health",56,"msg_share_narrow",82,"We knew there was a benefit to getting up early and doing what we do!",6.67,0
"1955","s533","health",68,"msg_share_narrow",82,"this could help out people recover better who I know that work out regularly",21.43,0
"1956","s537","climate",35,"msg_share_narrow",51,"It makes me feel like our studies and results are keeping us indecisive on what is going on with climate change.",4.76,0
"1957","s540","climate",13,"msg_share_narrow",38,"This matters to people i know because climate change is going to be something that effects us and our kids.",0,0
"1958","s543","climate",37,"msg_share_narrow",15,"It's nice to know the people of earths history and how we came to be",6.67,0
"1959","s545","health",90,"msg_share_narrow",100,"Hard of hearing? It could cause you more accidents.",0,0
"1960","s547","health",34,"msg_share_narrow",25,"It matters to people I know because it would give them a reason to stay active.",0,0
"1961","s551","health",86,"msg_share_narrow",52,"excelent option this is the best form to prevent illness",0,10
"1962","s553","health",8,"msg_share_narrow",36,"Science is rethinking a healthy weight and diet.",0,0
"1963","s555","climate",31,"msg_share_narrow",35,"it is about to save earth",0,0
"1964","s559","health",96,"msg_share_narrow",64,"it is about some disorder",0,0
"1965","s563","climate",57,"msg_share_narrow",27,"There's always a debate about which is worse, filling the landfills with plastic, or cutting down trees to make paper bags.  This might help answer those issues for you.",3.45,3.45
"1966","s568","health",88,"msg_share_narrow",60,"Its an introduction and impact of some snake oil which researchers were thinking about.",0,0
"1967","s571","climate",25,"msg_share_narrow",92,"My parents have a home in Florida that is on the water and whenever I hear news about climate change based flooding I get a little nervous.",0,3.7
"1968","s574","health",14,"msg_share_narrow",4,"This article would be relevant to people I know because they are of older the Aging population and this might be a way for them to improve their cognition.",3.45,0
"1969","s576","climate",103,"msg_share_narrow",25,"A lot of people I know drive SUVs and the climate affects me and the world.",0,0
"1970","s578","climate",15,"msg_share_narrow",0,"Global warming is causing weather patterns to become more erratic and dangerous. Despite this, evacuation of people in dangerous areas affected by storms is improving.",4,12
"1971","s582","health",36,"msg_share_narrow",73,"My Mom and I walk really fast, so it's curious to know why we all walk at different speeds",0,0
"1972","s584","climate",97,"msg_share_narrow",65,"Climate change could wreak much more havoc if something isn't done soon.",0,0
"1973","s588","climate",75,"msg_share_narrow",76,"This article is about climate change and politics.",0,0
"1974","s592","health",82,"msg_share_narrow",0,"So bad health creates health problems, shocking.",0,14.29
"1975","s594","health",20,"msg_share_narrow",86,"The article is to make awareness for the people to save food.",0,0
"1976","s598","health",82,"msg_share_narrow",1,"This article matters to people I know because it informs them of common factors in their lives that increase their risk of developing Parkinson's disease.",0,0
"1977","s600","health",92,"msg_share_narrow",54,"I grew up on unhealthy eating habits",0,14.29
"1978","s606","health",30,"msg_share_narrow",80,"This article is most useful to pregnant women.",12.5,0
"1979","s610","climate",25,"msg_share_narrow",21,"Flood control is an important step to take by the government to save lives of people",6.25,0
"1980","s615","climate",35,"msg_share_narrow",4,"issue about climate change of our country",0,0
"1981","s618","climate",73,"msg_share_narrow",3,"People will get vouchers to help purchase cars with a new government proposal.",15.38,0
"1982","s620","health",86,"msg_share_narrow",100,"It potentially has information that would be useful for my toddler as they continue to grow.",6.25,0
"1983","s622","climate",49,"msg_share_narrow",70,"Americans plastics and papers are been dumped in landfills cause china stopped recycling most foreign garbage",0,6.25
"1984","s624","health",16,"msg_share_narrow",96,"I exercise so I am so happy that it is so good for you.",14.29,0
"1985","s627","health",14,"msg_share_narrow",0,"I know some old people",0,0
"1986","s629","health",22,"msg_share_narrow",85,"This is a very useful information.",16.67,0
"1987","s631","climate",99,"msg_share_narrow",0,"By the end of this century? Good to know we'll all be gone. What's left of the world can fend for itself.",4.55,0
"1988","s635","climate",29,"msg_share_narrow",68,"This is going to cause more emissions being released into the air I am breathing.",0,0
"1989","s638","climate",61,"msg_share_narrow",44,"This article deals with  giving permission to take  oil and gas exploration in Artic Wild life region.",0,0
"1990","s640","health",98,"msg_share_narrow",64,"I personally have the analyzing the pressure of the bones...",0,0
"1991","s001","climate",5,"msg_share_broad",3,"A skier trying to save snow and a scientist who won a prize for mapping peat.",6.25,0
"1992","s003","climate",75,"msg_share_broad",0,"A breakdown of the elections and how the votes involving Climate Change went.",0,0
"1993","s005","climate",81,"msg_share_broad",0,"5 Takeaways from Climate TECH recent conference. Took place in San Francisco. Topics include, new technology, big data, lab grown meat, new governor candidate and more.",7.69,0
"1994","s009","health",66,"msg_share_broad",36,"Potential risks of gluten-free diet on healthy individuals",0,0
"1995","s012","climate",103,"msg_share_broad",19,"People who care about the environment should be concerned that SUV's are preferred cars.",7.14,0
"1996","s015","health",48,"msg_share_broad",60,"This is about staying healthy with a hectic schedule.  Using only 13 minutes of your time to exercise a day.",0,0
"1997","s018","health",98,"msg_share_broad",7,"Research is indicating that low impact exercise may not be putting enough pressure on the bones causing harm to the bones.",0,4.76
"1998","s020","health",84,"msg_share_broad",25,"Plaques in arteries can be improved through various activities, which will in turn decrease the likelihood of heart attack.",5.26,0
"1999","s024","climate",29,"msg_share_broad",61,"A lot of my friends are car owners and this kind of thing directly affects them.",0,0
"2000","s028","climate",107,"msg_share_broad",81,"It is related to my known people as it is about perfumes",0,0
"2001","s031","climate",41,"msg_share_broad",15,"Reduction of carbon emissions.",0,0
"2002","s036","health",98,"msg_share_broad",9,"Exercise can damage bones.",0,0
"2003","s038","health",64,"msg_share_broad",50,"There are supposedly healthier proteins with plant based proteins than a majority of people who get it through meat and poultry.",0,0
"2004","s041","health",58,"msg_share_broad",3,"This article is promoting a heart monitor for people who are afraid of getting a heart attack from High-intensity Interval Training.",0,4.76
"2005","s043","climate",11,"msg_share_broad",1,"The chicken little tactics must carry on.   Global warming is a myth, further study is needed.",0,0
"2006","s046","health",58,"msg_share_broad",86,"training make body fit but doing the interval and make with heart monitor make more easy and fun
",5.56,0
"2007","s049","climate",95,"msg_share_broad",56,"People I know want climate change to be more acknowledged by the general public.",0,0
"2008","s052","climate",5,"msg_share_broad",16,"This article is about two things....i.e. an olympic skier wants to save snow and Scientists win $1 million prize for mapping peat.",4.35,0
"2009","s054","climate",87,"msg_share_broad",54,"The effect of the climate change. It will come big issue on next five years.",0,0
"2010","s056","climate",107,"msg_share_broad",39,"Use less consumer products to get cleaner air.",12.5,0
"2011","s058","climate",21,"msg_share_broad",50,"We need to reduce coal use, our future depends on it.",0,0
"2012","s063","climate",27,"msg_share_broad",60,"Young people are taking part in a global strike regarding climate change.",0,0
"2013","s065","health",78,"msg_share_broad",79,"This article matters to people I know because I have a lot of people in my circle who are trying to get healthier and more fit.",0,0
"2014","s067","climate",87,"msg_share_broad",4,"Multi-billion dollar companies whining about the fact that they have to only make 99 billion instead of 100 billion to save the planet.",0,4.35
"2015","s069","health",108,"msg_share_broad",0,"This is about a study and how obesity may decrease your life span.",0,0
"2016","s072","health",20,"msg_share_broad",66,"This article matters to people I know because they are against wasting food and enjoy farmers markets.",0,0
"2017","s074","health",108,"msg_share_broad",100,"Obesity is a big problem in the US and Mexico where I come from",0,0
"2018","s076","health",14,"msg_share_broad",0,"it makes me feel hopeful and positive about my health as I get older",7.14,0
"2019","s079","climate",103,"msg_share_broad",85,"driving suvs causes climate change",0,0
"2020","s081","climate",79,"msg_share_broad",1,"It is an awful thing to see and hear about",0,10
"2021","s083","health",82,"msg_share_broad",69,"It matters because it gives me a clue on how to lower my risk to the disease.",0,0
"2022","s085","climate",27,"msg_share_broad",1,"This article would give people I know hope that the next generation is willing to fight against climate change.",5.26,5.26
"2023","s089","climate",15,"msg_share_broad",50,"Global warming is causing more violent storms, and it might be getting worse.",0,15.38
"2024","s092","health",86,"msg_share_broad",49,"BOKS program can be useful for the parents.",12.5,0
"2025","s095","climate",47,"msg_share_broad",0,"Recommendations for alternative cleaning products for disposable, one-time use items and their effectiveness",23.08,0
"2026","s099","health",54,"msg_share_broad",49,"Is it really surprising that being overweight and cancer can go hand in hand?",0,7.14
"2027","s101","health",30,"msg_share_broad",77,"Adding fish to your diet increases intelligence.",14.29,0
"2028","s104","climate",93,"msg_share_broad",59,"This article is about how the use of solar power is increasing but fossil fuels still account for a lot of electricity use.",0,0
